J,tau_sq,omega_sq,rho,P,f_c_val,bal,iteration,seed,PYL_ID
72,0.16000000000000003,0.0025000000000000005,0.8,0.9,P8,balanced_j,625,626608600,1910
24,0.0025000000000000005,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608601,1911
36,0.0025000000000000005,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608602,1912
48,0.0025000000000000005,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608603,1913
60,0.0025000000000000005,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608604,1914
72,0.0025000000000000005,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608605,1915
24,0.16000000000000003,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608606,1916
36,0.16000000000000003,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608607,1917
48,0.16000000000000003,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608608,1918
60,0.16000000000000003,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608609,1919
72,0.16000000000000003,0.04000000000000001,0.8,0.9,P8,balanced_j,625,626608610,1920
24,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608611,1921
36,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608612,1922
48,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608613,1923
60,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608614,1924
72,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608615,1925
24,0.16000000000000003,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608616,1926
36,0.16000000000000003,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608617,1927
48,0.16000000000000003,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608618,1928
60,0.16000000000000003,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608619,1929
72,0.16000000000000003,0.0025000000000000005,0.2,0.05,P1,unbalanced_j,625,626608620,1930
24,0.0025000000000000005,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608621,1931
36,0.0025000000000000005,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608622,1932
48,0.0025000000000000005,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608623,1933
60,0.0025000000000000005,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608624,1934
72,0.0025000000000000005,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608625,1935
24,0.16000000000000003,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608626,1936
36,0.16000000000000003,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608627,1937
48,0.16000000000000003,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608628,1938
60,0.16000000000000003,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608629,1939
72,0.16000000000000003,0.04000000000000001,0.2,0.05,P1,unbalanced_j,625,626608630,1940
24,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608631,1941
36,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608632,1942
48,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608633,1943
60,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608634,1944
72,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608635,1945
24,0.16000000000000003,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608636,1946
36,0.16000000000000003,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608637,1947
48,0.16000000000000003,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608638,1948
60,0.16000000000000003,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608639,1949
72,0.16000000000000003,0.0025000000000000005,0.8,0.05,P1,unbalanced_j,625,626608640,1950
24,0.0025000000000000005,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608641,1951
36,0.0025000000000000005,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608642,1952
48,0.0025000000000000005,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608643,1953
60,0.0025000000000000005,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608644,1954
72,0.0025000000000000005,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608645,1955
24,0.16000000000000003,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608646,1956
36,0.16000000000000003,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608647,1957
48,0.16000000000000003,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608648,1958
60,0.16000000000000003,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608649,1959
72,0.16000000000000003,0.04000000000000001,0.8,0.05,P1,unbalanced_j,625,626608650,1960
24,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608651,1961
36,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608652,1962
48,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608653,1963
60,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608654,1964
72,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608655,1965
24,0.16000000000000003,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608656,1966
36,0.16000000000000003,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608657,1967
48,0.16000000000000003,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608658,1968
60,0.16000000000000003,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608659,1969
72,0.16000000000000003,0.0025000000000000005,0.2,0.2,P1,unbalanced_j,625,626608660,1970
24,0.0025000000000000005,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608661,1971
36,0.0025000000000000005,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608662,1972
48,0.0025000000000000005,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608663,1973
60,0.0025000000000000005,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608664,1974
72,0.0025000000000000005,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608665,1975
24,0.16000000000000003,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608666,1976
36,0.16000000000000003,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608667,1977
48,0.16000000000000003,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608668,1978
60,0.16000000000000003,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608669,1979
72,0.16000000000000003,0.04000000000000001,0.2,0.2,P1,unbalanced_j,625,626608670,1980
24,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608671,1981
36,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608672,1982
48,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608673,1983
60,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608674,1984
72,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608675,1985
24,0.16000000000000003,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608676,1986
36,0.16000000000000003,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608677,1987
48,0.16000000000000003,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608678,1988
60,0.16000000000000003,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608679,1989
72,0.16000000000000003,0.0025000000000000005,0.8,0.2,P1,unbalanced_j,625,626608680,1990
24,0.0025000000000000005,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608681,1991
36,0.0025000000000000005,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608682,1992
48,0.0025000000000000005,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608683,1993
60,0.0025000000000000005,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608684,1994
72,0.0025000000000000005,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608685,1995
24,0.16000000000000003,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608686,1996
36,0.16000000000000003,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608687,1997
48,0.16000000000000003,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608688,1998
60,0.16000000000000003,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608689,1999
72,0.16000000000000003,0.04000000000000001,0.8,0.2,P1,unbalanced_j,625,626608690,2000
24,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608691,2001
36,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608692,2002
48,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608693,2003
60,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608694,2004
72,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608695,2005
24,0.16000000000000003,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608696,2006
36,0.16000000000000003,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608697,2007
48,0.16000000000000003,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608698,2008
60,0.16000000000000003,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608699,2009
72,0.16000000000000003,0.0025000000000000005,0.2,0.4,P1,unbalanced_j,625,626608700,2010
24,0.0025000000000000005,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608701,2011
36,0.0025000000000000005,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608702,2012
48,0.0025000000000000005,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608703,2013
60,0.0025000000000000005,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608704,2014
72,0.0025000000000000005,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608705,2015
24,0.16000000000000003,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608706,2016
36,0.16000000000000003,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608707,2017
48,0.16000000000000003,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608708,2018
60,0.16000000000000003,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608709,2019
72,0.16000000000000003,0.04000000000000001,0.2,0.4,P1,unbalanced_j,625,626608710,2020
24,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608711,2021
36,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608712,2022
48,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608713,2023
60,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608714,2024
72,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608715,2025
24,0.16000000000000003,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608716,2026
36,0.16000000000000003,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608717,2027
48,0.16000000000000003,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608718,2028
60,0.16000000000000003,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608719,2029
72,0.16000000000000003,0.0025000000000000005,0.8,0.4,P1,unbalanced_j,625,626608720,2030
24,0.0025000000000000005,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608721,2031
36,0.0025000000000000005,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608722,2032
48,0.0025000000000000005,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608723,2033
60,0.0025000000000000005,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608724,2034
72,0.0025000000000000005,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608725,2035
24,0.16000000000000003,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608726,2036
36,0.16000000000000003,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608727,2037
48,0.16000000000000003,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608728,2038
60,0.16000000000000003,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608729,2039
72,0.16000000000000003,0.04000000000000001,0.8,0.4,P1,unbalanced_j,625,626608730,2040
24,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608731,2041
36,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608732,2042
48,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608733,2043
60,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608734,2044
72,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608735,2045
24,0.16000000000000003,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608736,2046
36,0.16000000000000003,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608737,2047
48,0.16000000000000003,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608738,2048
60,0.16000000000000003,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608739,2049
72,0.16000000000000003,0.0025000000000000005,0.2,0.6,P1,unbalanced_j,625,626608740,2050
24,0.0025000000000000005,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608741,2051
36,0.0025000000000000005,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608742,2052
48,0.0025000000000000005,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608743,2053
60,0.0025000000000000005,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608744,2054
72,0.0025000000000000005,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608745,2055
24,0.16000000000000003,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608746,2056
36,0.16000000000000003,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608747,2057
48,0.16000000000000003,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608748,2058
60,0.16000000000000003,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608749,2059
72,0.16000000000000003,0.04000000000000001,0.2,0.6,P1,unbalanced_j,625,626608750,2060
24,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608751,2061
36,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608752,2062
48,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608753,2063
60,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608754,2064
72,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608755,2065
24,0.16000000000000003,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608756,2066
36,0.16000000000000003,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608757,2067
48,0.16000000000000003,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608758,2068
60,0.16000000000000003,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608759,2069
72,0.16000000000000003,0.0025000000000000005,0.8,0.6,P1,unbalanced_j,625,626608760,2070
24,0.0025000000000000005,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608761,2071
36,0.0025000000000000005,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608762,2072
48,0.0025000000000000005,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608763,2073
60,0.0025000000000000005,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608764,2074
72,0.0025000000000000005,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608765,2075
24,0.16000000000000003,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608766,2076
36,0.16000000000000003,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608767,2077
48,0.16000000000000003,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608768,2078
60,0.16000000000000003,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608769,2079
72,0.16000000000000003,0.04000000000000001,0.8,0.6,P1,unbalanced_j,625,626608770,2080
24,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608771,2081
36,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608772,2082
48,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608773,2083
60,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608774,2084
72,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608775,2085
24,0.16000000000000003,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608776,2086
36,0.16000000000000003,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608777,2087
48,0.16000000000000003,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608778,2088
60,0.16000000000000003,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608779,2089
72,0.16000000000000003,0.0025000000000000005,0.2,0.8,P1,unbalanced_j,625,626608780,2090
24,0.0025000000000000005,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608781,2091
36,0.0025000000000000005,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608782,2092
48,0.0025000000000000005,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608783,2093
60,0.0025000000000000005,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608784,2094
72,0.0025000000000000005,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608785,2095
24,0.16000000000000003,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608786,2096
36,0.16000000000000003,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608787,2097
48,0.16000000000000003,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608788,2098
60,0.16000000000000003,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608789,2099
72,0.16000000000000003,0.04000000000000001,0.2,0.8,P1,unbalanced_j,625,626608790,2100
24,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608791,2101
36,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608792,2102
48,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608793,2103
60,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608794,2104
72,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608795,2105
24,0.16000000000000003,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608796,2106
36,0.16000000000000003,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608797,2107
48,0.16000000000000003,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608798,2108
60,0.16000000000000003,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608799,2109
72,0.16000000000000003,0.0025000000000000005,0.8,0.8,P1,unbalanced_j,625,626608800,2110
24,0.0025000000000000005,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608801,2111
36,0.0025000000000000005,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608802,2112
48,0.0025000000000000005,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608803,2113
60,0.0025000000000000005,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608804,2114
72,0.0025000000000000005,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608805,2115
24,0.16000000000000003,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608806,2116
36,0.16000000000000003,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608807,2117
48,0.16000000000000003,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608808,2118
60,0.16000000000000003,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608809,2119
72,0.16000000000000003,0.04000000000000001,0.8,0.8,P1,unbalanced_j,625,626608810,2120
24,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608811,2121
36,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608812,2122
48,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608813,2123
60,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608814,2124
72,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608815,2125
24,0.16000000000000003,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608816,2126
36,0.16000000000000003,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608817,2127
48,0.16000000000000003,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608818,2128
60,0.16000000000000003,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608819,2129
72,0.16000000000000003,0.0025000000000000005,0.2,0.9,P1,unbalanced_j,625,626608820,2130
24,0.0025000000000000005,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608821,2131
36,0.0025000000000000005,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608822,2132
48,0.0025000000000000005,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608823,2133
60,0.0025000000000000005,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608824,2134
72,0.0025000000000000005,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608825,2135
24,0.16000000000000003,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608826,2136
36,0.16000000000000003,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608827,2137
48,0.16000000000000003,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608828,2138
60,0.16000000000000003,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608829,2139
72,0.16000000000000003,0.04000000000000001,0.2,0.9,P1,unbalanced_j,625,626608830,2140
24,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608831,2141
36,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608832,2142
48,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608833,2143
60,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608834,2144
72,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608835,2145
24,0.16000000000000003,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608836,2146
36,0.16000000000000003,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608837,2147
48,0.16000000000000003,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608838,2148
60,0.16000000000000003,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608839,2149
72,0.16000000000000003,0.0025000000000000005,0.8,0.9,P1,unbalanced_j,625,626608840,2150
24,0.0025000000000000005,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608841,2151
36,0.0025000000000000005,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608842,2152
48,0.0025000000000000005,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608843,2153
60,0.0025000000000000005,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608844,2154
72,0.0025000000000000005,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608845,2155
24,0.16000000000000003,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608846,2156
36,0.16000000000000003,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608847,2157
48,0.16000000000000003,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608848,2158
60,0.16000000000000003,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608849,2159
72,0.16000000000000003,0.04000000000000001,0.8,0.9,P1,unbalanced_j,625,626608850,2160
24,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608851,2161
36,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608852,2162
48,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608853,2163
60,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608854,2164
72,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608855,2165
24,0.16000000000000003,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608856,2166
36,0.16000000000000003,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608857,2167
48,0.16000000000000003,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608858,2168
60,0.16000000000000003,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608859,2169
72,0.16000000000000003,0.0025000000000000005,0.2,0.05,P2,unbalanced_j,625,626608860,2170
24,0.0025000000000000005,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608861,2171
36,0.0025000000000000005,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608862,2172
48,0.0025000000000000005,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608863,2173
60,0.0025000000000000005,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608864,2174
72,0.0025000000000000005,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608865,2175
24,0.16000000000000003,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608866,2176
36,0.16000000000000003,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608867,2177
48,0.16000000000000003,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608868,2178
60,0.16000000000000003,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608869,2179
72,0.16000000000000003,0.04000000000000001,0.2,0.05,P2,unbalanced_j,625,626608870,2180
24,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608871,2181
36,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608872,2182
48,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608873,2183
60,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608874,2184
72,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608875,2185
24,0.16000000000000003,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608876,2186
36,0.16000000000000003,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608877,2187
48,0.16000000000000003,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608878,2188
60,0.16000000000000003,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608879,2189
72,0.16000000000000003,0.0025000000000000005,0.8,0.05,P2,unbalanced_j,625,626608880,2190
24,0.0025000000000000005,0.04000000000000001,0.8,0.05,P2,unbalanced_j,625,626608881,2191
36,0.0025000000000000005,0.04000000000000001,0.8,0.05,P2,unbalanced_j,625,626608882,2192
48,0.0025000000000000005,0.04000000000000001,0.8,0.05,P2,unbalanced_j,625,626608883,2193
60,0.0025000000000000005,0.04000000000000001,0.8,0.05,P2,unbalanced_j,625,626608884,2194
